time;target;date
20;494.788;06.04.2019
21;520.226;06.04.2019
22;507.619;06.04.2019
23;476.62;06.04.2019
0;438.1;07.04.2019
1;404.61;07.04.2019
2;384.38;07.04.2019
3;374.906;07.04.2019
4;366.424;07.04.2019
5;362.241;07.04.2019
6;360.579;07.04.2019
7;365.792;07.04.2019
8;393.041;07.04.2019
9;435.017;07.04.2019
10;464.201;07.04.2019
11;473.055;07.04.2019
12;468.061;07.04.2019
13;458.887;07.04.2019
14;455.252;07.04.2019
15;453.045;07.04.2019
16;451.446;07.04.2019
17;452.786;07.04.2019
18;455.777;07.04.2019
19;464.729;07.04.2019
20;490.304;07.04.2019
21;524.36;07.04.2019
22;511.396;07.04.2019
23;476.863;07.04.2019
0;435.96;08.04.2019
1;401.805;08.04.2019
2;380.881;08.04.2019
3;372.589;08.04.2019
4;368.084;08.04.2019
5;368.458;08.04.2019
6;377.423;08.04.2019
7;414.539;08.04.2019
8;457.872;08.04.2019
9;498.392;08.04.2019
10;527.064;08.04.2019
11;528.482;08.04.2019
12;525.783;08.04.2019
13;521.529;08.04.2019
14;529.514;08.04.2019
15;532.699;08.04.2019
16;530.388;08.04.2019
17;527.72;08.04.2019
18;525.085;08.04.2019
19;532.727;08.04.2019
20;548.065;08.04.2019
21;558.366;08.04.2019
22;521.313;08.04.2019
23;483.256;08.04.2019
0;447.674;09.04.2019
1;411.281;09.04.2019
2;391.723;09.04.2019
3;383.254;09.04.2019
4;379.575;09.04.2019
5;381.105;09.04.2019
6;393.54;09.04.2019
7;428.013;09.04.2019
8;476.126;09.04.2019
9;520.443;09.04.2019
10;544.946;09.04.2019
11;551.485;09.04.2019
12;547.125;09.04.2019
13;536.911;09.04.2019
14;540.019;09.04.2019
15;542.526;09.04.2019
16;544.613;09.04.2019
17;544.0;09.04.2019
18;544.481;09.04.2019
19;551.863;09.04.2019
20;561.786;09.04.2019
21;566.594;09.04.2019
22;542.442;09.04.2019
23;505.041;09.04.2019
0;456.572;10.04.2019
1;420.472;10.04.2019
2;401.389;10.04.2019
3;392.356;10.04.2019
4;388.38;10.04.2019
5;388.619;10.04.2019
6;395.319;10.04.2019
7;433.354;10.04.2019
8;482.766;10.04.2019
9;526.944;10.04.2019
10;560.131;10.04.2019
11;567.634;10.04.2019
12;570.537;10.04.2019
13;560.23;10.04.2019
14;562.928;10.04.2019
15;563.616;10.04.2019
16;563.298;10.04.2019
17;556.462;10.04.2019
18;551.609;10.04.2019
19;553.233;10.04.2019
20;562.128;10.04.2019
21;571.816;10.04.2019
22;550.516;10.04.2019
23;517.707;10.04.2019
0;467.953;11.04.2019
1;428.762;11.04.2019
2;409.173;11.04.2019
3;399.113;11.04.2019
4;393.424;11.04.2019
5;392.893;11.04.2019
6;404.063;11.04.2019
7;441.153;11.04.2019
8;492.799;11.04.2019
9;534.066;11.04.2019
10;565.021;11.04.2019
11;572.837;11.04.2019
12;574.555;11.04.2019
13;569.034;11.04.2019
14;574.517;11.04.2019
15;574.175;11.04.2019
16;573.76;11.04.2019
17;566.871;11.04.2019
18;560.439;11.04.2019
19;562.749;11.04.2019
20;569.835;11.04.2019
21;579.156;11.04.2019
22;559.899;11.04.2019
23;524.243;11.04.2019
0;474.289;12.04.2019
1;436.378;12.04.2019
2;414.602;12.04.2019
3;405.559;12.04.2019
4;402.3;12.04.2019
5;404.494;12.04.2019
6;410.833;12.04.2019
7;449.923;12.04.2019
8;500.197;12.04.2019
9;536.086;12.04.2019
10;565.658;12.04.2019
11;574.905;12.04.2019
12;569.599;12.04.2019
13;556.728;12.04.2019
14;556.264;12.04.2019
15;552.644;12.04.2019
16;544.836;12.04.2019
17;535.816;12.04.2019
18;530.276;12.04.2019
19;532.466;12.04.2019
20;543.351;12.04.2019
21;566.891;12.04.2019
22;552.498;12.04.2019
23;524.222;12.04.2019
0;483.893;13.04.2019
1;441.409;13.04.2019
2;417.907;13.04.2019
3;403.679;13.04.2019
4;400.954;13.04.2019
5;399.913;13.04.2019
6;398.884;13.04.2019
7;418.121;13.04.2019
8;454.001;13.04.2019
9;501.742;13.04.2019
10;535.715;13.04.2019
11;546.242;13.04.2019
12;544.031;13.04.2019
13;535.512;13.04.2019
14;530.952;13.04.2019
15;522.33;13.04.2019
16;513.03;13.04.2019
17;509.729;13.04.2019
18;512.28;13.04.2019
19;513.611;13.04.2019
20;527.102;13.04.2019
21;554.235;13.04.2019
22;540.914;13.04.2019
23;512.071;13.04.2019
0;472.502;14.04.2019
1;437.285;14.04.2019
2;416.894;14.04.2019
3;405.889;14.04.2019
4;400.222;14.04.2019
5;398.384;14.04.2019
6;393.119;14.04.2019
7;404.34;14.04.2019
8;431.628;14.04.2019
9;471.948;14.04.2019
10;497.433;14.04.2019
11;510.95;14.04.2019
12;508.136;14.04.2019
13;503.368;14.04.2019
14;498.907;14.04.2019
15;494.618;14.04.2019
16;492.048;14.04.2019
17;490.454;14.04.2019
18;491.792;14.04.2019
19;500.507;14.04.2019
20;518.842;14.04.2019
21;552.885;14.04.2019
22;541.6;14.04.2019
23;507.484;14.04.2019
0;462.345;15.04.2019
1;421.171;15.04.2019
2;399.875;15.04.2019
3;390.992;15.04.2019
4;386.196;15.04.2019
5;386.063;15.04.2019
6;391.652;15.04.2019
7;433.479;15.04.2019
8;474.711;15.04.2019
9;512.26;15.04.2019
10;538.895;15.04.2019
11;546.109;15.04.2019
12;540.075;15.04.2019
13;526.725;15.04.2019
14;525.508;15.04.2019
15;521.731;15.04.2019
16;517.534;15.04.2019
17;511.6;15.04.2019
18;503.616;15.04.2019
19;505.534;15.04.2019
20;520.143;15.04.2019
21;548.247;15.04.2019
22;534.535;15.04.2019
23;499.165;15.04.2019
0;452.583;16.04.2019
1;416.649;16.04.2019
2;397.962;16.04.2019
3;388.244;16.04.2019
4;384.483;16.04.2019
5;386.455;16.04.2019
6;392.096;16.04.2019
7;430.972;16.04.2019
8;473.715;16.04.2019
9;511.285;16.04.2019
10;536.052;16.04.2019
11;538.696;16.04.2019
12;535.97;16.04.2019
13;525.36;16.04.2019
14;527.591;16.04.2019
15;528.271;16.04.2019
16;527.704;16.04.2019
17;520.662;16.04.2019
18;513.689;16.04.2019
19;516.573;16.04.2019
20;525.425;16.04.2019
21;548.848;16.04.2019
22;536.576;16.04.2019
23;503.529;16.04.2019
0;456.159;17.04.2019
1;418.087;17.04.2019
2;396.954;17.04.2019
3;385.722;17.04.2019
4;380.534;17.04.2019
5;380.643;17.04.2019
6;384.435;17.04.2019
7;425.77;17.04.2019
8;468.775;17.04.2019
9;503.412;17.04.2019
10;524.125;17.04.2019
11;521.752;17.04.2019
12;513.48;17.04.2019
13;500.022;17.04.2019
14;502.356;17.04.2019
15;498.649;17.04.2019
16;497.954;17.04.2019
17;488.814;17.04.2019
18;477.942;17.04.2019
19;481.45;17.04.2019
20;491.089;17.04.2019
21;524.588;17.04.2019
22;518.258;17.04.2019
23;487.61;17.04.2019
0;440.033;18.04.2019
1;401.448;18.04.2019
2;380.411;18.04.2019
3;370.369;18.04.2019
4;366.125;18.04.2019
5;367.173;18.04.2019
6;370.499;18.04.2019
7;410.598;18.04.2019
8;453.421;18.04.2019
9;490.432;18.04.2019
10;513.325;18.04.2019
11;514.314;18.04.2019
12;504.0;18.04.2019
13;493.234;18.04.2019
14;494.841;18.04.2019
15;491.838;18.04.2019
16;491.408;18.04.2019
17;481.474;18.04.2019
18;471.337;18.04.2019
19;473.005;18.04.2019
20;480.24;18.04.2019
21;515.087;18.04.2019
22;506.862;18.04.2019
23;474.29;18.04.2019
0;428.687;19.04.2019
1;389.747;19.04.2019
2;367.827;19.04.2019
3;359.615;19.04.2019
4;354.633;19.04.2019
5;358.22;19.04.2019
6;359.414;19.04.2019
7;400.777;19.04.2019
8;443.438;19.04.2019
9;477.76;19.04.2019
10;500.851;19.04.2019
11;504.364;19.04.2019
12;499.641;19.04.2019
13;491.073;19.04.2019
14;493.203;19.04.2019
15;492.117;19.04.2019
16;485.703;19.04.2019
17;478.497;19.04.2019
18;471.129;19.04.2019
19;471.908;19.04.2019
20;479.66;19.04.2019
21;512.68;19.04.2019
22;509.523;19.04.2019
23;480.766;19.04.2019
0;438.002;20.04.2019
1;400.9;20.04.2019
2;378.248;20.04.2019
3;366.975;20.04.2019
4;360.355;20.04.2019
5;357.425;20.04.2019
6;351.272;20.04.2019
7;372.433;20.04.2019
8;408.2;20.04.2019
9;449.68;20.04.2019
10;471.033;20.04.2019
11;473.895;20.04.2019
12;468.825;20.04.2019
13;462.122;20.04.2019
14;460.845;20.04.2019
15;460.541;20.04.2019
16;457.5;20.04.2019
17;457.554;20.04.2019
18;460.042;20.04.2019
19;463.997;20.04.2019
20;469.274;20.04.2019
21;502.343;20.04.2019
22;496.613;20.04.2019
23;466.509;20.04.2019
0;426.912;21.04.2019
1;394.115;21.04.2019
2;371.956;21.04.2019
3;360.03;21.04.2019
4;354.059;21.04.2019
5;351.406;21.04.2019
6;343.085;21.04.2019
7;352.544;21.04.2019
8;379.014;21.04.2019
9;422.204;21.04.2019
10;459.597;21.04.2019
11;473.019;21.04.2019
12;470.939;21.04.2019
13;464.215;21.04.2019
14;460.724;21.04.2019
15;455.73;21.04.2019
16;453.642;21.04.2019
17;451.459;21.04.2019
18;452.803;21.04.2019
19;456.008;21.04.2019
20;463.81;21.04.2019
21;500.578;21.04.2019
22;502.272;21.04.2019
23;467.772;21.04.2019
0;421.187;22.04.2019
1;383.051;22.04.2019
2;361.562;22.04.2019
3;350.622;22.04.2019
4;344.744;22.04.2019
5;345.65;22.04.2019
6;348.868;22.04.2019
7;392.85;22.04.2019
8;439.13;22.04.2019
9;475.893;22.04.2019
10;499.395;22.04.2019
11;501.119;22.04.2019
12;497.96;22.04.2019
13;488.469;22.04.2019
14;492.604;22.04.2019
15;490.202;22.04.2019
16;485.433;22.04.2019
17;477.625;22.04.2019
18;468.109;22.04.2019
19;468.373;22.04.2019
20;470.666;22.04.2019
21;500.379;22.04.2019
22;495.828;22.04.2019
23;460.651;22.04.2019
0;407.713;23.04.2019
1;371.106;23.04.2019
2;350.905;23.04.2019
3;340.975;23.04.2019
4;338.208;23.04.2019
5;333.527;23.04.2019
6;336.412;23.04.2019
7;376.303;23.04.2019
8;417.745;23.04.2019
9;456.464;23.04.2019
10;477.491;23.04.2019
11;481.206;23.04.2019
12;476.972;23.04.2019
13;465.919;23.04.2019
14;472.842;23.04.2019
15;474.134;23.04.2019
16;468.342;23.04.2019
17;460.549;23.04.2019
18;455.547;23.04.2019
19;456.07;23.04.2019
20;455.879;23.04.2019
21;486.029;23.04.2019
22;484.576;23.04.2019
23;450.693;23.04.2019
0;402.027;24.04.2019
1;364.598;24.04.2019
2;343.397;24.04.2019
3;331.41;24.04.2019
4;329.954;24.04.2019
5;324.437;24.04.2019
6;330.918;24.04.2019
7;372.266;24.04.2019
8;417.409;24.04.2019
9;452.895;24.04.2019
10;478.182;24.04.2019
11;475.937;24.04.2019
12;470.435;24.04.2019
13;466.708;24.04.2019
14;472.244;24.04.2019
15;473.833;24.04.2019
16;471.114;24.04.2019
17;464.664;24.04.2019
18;457.605;24.04.2019
19;458.564;24.04.2019
20;457.138;24.04.2019
21;483.811;24.04.2019
22;481.69;24.04.2019
23;448.758;24.04.2019
0;400.714;25.04.2019
1;361.158;25.04.2019
2;338.169;25.04.2019
3;327.412;25.04.2019
4;325.203;25.04.2019
5;319.933;25.04.2019
6;319.614;25.04.2019
7;364.287;25.04.2019
8;411.892;25.04.2019
9;451.878;25.04.2019
10;478.871;25.04.2019
11;479.978;25.04.2019
12;475.528;25.04.2019
13;469.832;25.04.2019
14;474.982;25.04.2019
15;472.795;25.04.2019
16;470.853;25.04.2019
17;467.788;25.04.2019
18;458.104;25.04.2019
19;453.359;25.04.2019
20;451.529;25.04.2019
21;477.302;25.04.2019
22;478.541;25.04.2019
23;444.913;25.04.2019
0;397.86;26.04.2019
1;354.556;26.04.2019
2;328.475;26.04.2019
3;314.87;26.04.2019
4;311.589;26.04.2019
5;304.962;26.04.2019
6;306.428;26.04.2019
7;347.792;26.04.2019
8;393.012;26.04.2019
9;434.144;26.04.2019
10;460.397;26.04.2019
11;464.04;26.04.2019
12;464.187;26.04.2019
13;459.172;26.04.2019
14;464.929;26.04.2019
15;464.31;26.04.2019
16;462.139;26.04.2019
17;453.96;26.04.2019
18;450.066;26.04.2019
19;446.642;26.04.2019
20;437.19;26.04.2019
21;458.56;26.04.2019
22;463.983;26.04.2019
23;434.826;26.04.2019
0;389.188;27.04.2019
1;345.75;27.04.2019
2;324.243;27.04.2019
3;312.621;27.04.2019
4;308.602;27.04.2019
5;300.042;27.04.2019
6;293.21;27.04.2019
7;319.32;27.04.2019
8;355.303;27.04.2019
9;408.076;27.04.2019
10;441.453;27.04.2019
11;454.044;27.04.2019
12;454.508;27.04.2019
13;450.267;27.04.2019
14;450.914;27.04.2019
15;449.114;27.04.2019
16;443.013;27.04.2019
17;443.403;27.04.2019
18;442.837;27.04.2019
19;442.782;27.04.2019
20;437.305;27.04.2019
21;454.611;27.04.2019
22;452.861;27.04.2019
23;421.731;27.04.2019
0;381.359;28.04.2019
1;344.48;28.04.2019
2;324.341;28.04.2019
3;313.335;28.04.2019
4;312.485;28.04.2019
5;301.594;28.04.2019
6;295.777;28.04.2019
7;308.831;28.04.2019
8;332.391;28.04.2019
9;369.018;28.04.2019
10;409.117;28.04.2019
11;424.594;28.04.2019
12;424.377;28.04.2019
13;422.537;28.04.2019
14;415.686;28.04.2019
15;410.392;28.04.2019
16;403.639;28.04.2019
17;401.642;28.04.2019
18;404.341;28.04.2019
19;405.934;28.04.2019
20;410.254;28.04.2019
21;440.17;28.04.2019
22;449.304;28.04.2019
23;420.236;28.04.2019
0;375.055;29.04.2019
1;339.616;29.04.2019
2;316.939;29.04.2019
3;308.448;29.04.2019
4;306.481;29.04.2019
5;296.374;29.04.2019
6;300.925;29.04.2019
7;343.654;29.04.2019
8;388.059;29.04.2019
9;429.819;29.04.2019
10;458.813;29.04.2019
11;461.943;29.04.2019
12;457.957;29.04.2019
13;451.547;29.04.2019
14;453.268;29.04.2019
15;452.102;29.04.2019
16;452.151;29.04.2019
17;444.284;29.04.2019
18;431.611;29.04.2019
19;428.561;29.04.2019
20;429.227;29.04.2019
21;453.161;29.04.2019
22;458.043;29.04.2019
23;427.947;29.04.2019
0;380.246;30.04.2019
1;342.645;30.04.2019
2;322.536;30.04.2019
3;314.057;30.04.2019
4;312.418;30.04.2019
5;305.357;30.04.2019
6;307.132;30.04.2019
7;345.756;30.04.2019
8;386.802;30.04.2019
9;425.982;30.04.2019
10;448.84;30.04.2019
11;454.485;30.04.2019
12;451.318;30.04.2019
13;445.193;30.04.2019
14;449.849;30.04.2019
15;445.181;30.04.2019
16;438.327;30.04.2019
17;429.387;30.04.2019
18;424.209;30.04.2019
19;421.839;30.04.2019
20;419.206;30.04.2019
21;442.01;30.04.2019
22;452.487;30.04.2019
23;425.08;30.04.2019
0;384.207;01.05.2019
1;345.06;01.05.2019
2;322.692;01.05.2019
3;312.499;01.05.2019
4;306.824;01.05.2019
5;301.886;01.05.2019
6;292.767;01.05.2019
7;308.924;01.05.2019
8;337.835;01.05.2019
9;378.116;01.05.2019
10;406.812;01.05.2019
11;417.281;01.05.2019
12;416.596;01.05.2019
13;409.027;01.05.2019
14;403.154;01.05.2019
15;400.583;01.05.2019
16;397.647;01.05.2019
17;398.984;01.05.2019
18;397.631;01.05.2019
19;401.746;01.05.2019
20;415.447;01.05.2019
21;440.139;01.05.2019
22;444.94;01.05.2019
23;417.179;01.05.2019
0;377.805;02.05.2019
1;346.076;02.05.2019
2;328.259;02.05.2019
3;319.781;02.05.2019
4;320.219;02.05.2019
5;298.578;02.05.2019
6;302.553;02.05.2019
7;318.791;02.05.2019
8;353.604;02.05.2019
9;402.446;02.05.2019
10;441.881;02.05.2019
11;466.556;02.05.2019
12;471.96;02.05.2019
13;470.424;02.05.2019
14;469.872;02.05.2019
15;466.179;02.05.2019
16;461.601;02.05.2019
17;461.533;02.05.2019
18;459.391;02.05.2019
19;457.638;02.05.2019
20;450.818;02.05.2019
21;465.486;02.05.2019
22;469.209;02.05.2019
23;440.222;02.05.2019
0;401.897;03.05.2019
1;367.068;03.05.2019
2;345.965;03.05.2019
3;334.199;03.05.2019
4;334.581;03.05.2019
5;318.378;03.05.2019
6;306.816;03.05.2019
7;335.995;03.05.2019
8;371.545;03.05.2019
9;425.413;03.05.2019
10;463.594;03.05.2019
11;476.046;03.05.2019
12;477.097;03.05.2019
13;467.827;03.05.2019
14;461.68;03.05.2019
15;456.41;03.05.2019
16;449.651;03.05.2019
17;447.829;03.05.2019
18;447.03;03.05.2019
19;446.637;03.05.2019
20;449.294;03.05.2019
21;473.495;03.05.2019
22;482.976;03.05.2019
23;453.538;03.05.2019
0;412.49;04.05.2019
1;377.038;04.05.2019
2;352.876;04.05.2019
3;341.739;04.05.2019
4;343.157;04.05.2019
5;327.212;04.05.2019
6;313.809;04.05.2019
7;342.802;04.05.2019
8;372.981;04.05.2019
9;417.843;04.05.2019
10;455.589;04.05.2019
11;473.269;04.05.2019
12;475.418;04.05.2019
13;466.285;04.05.2019
14;462.5;04.05.2019
15;457.47;04.05.2019
16;455.256;04.05.2019
17;456.494;04.05.2019
18;460.922;04.05.2019
19;467.814;04.05.2019
20;471.202;04.05.2019
21;483.678;04.05.2019
22;485.749;04.05.2019
23;457.772;04.05.2019
0;384.207;05.05.2019
1;383.33;05.05.2019
2;360.336;05.05.2019
3;347.364;05.05.2019
4;347.54;05.05.2019
5;334.286;05.05.2019
6;325.283;05.05.2019
7;333.009;05.05.2019
8;366.812;05.05.2019
9;412.428;05.05.2019
10;448.57;05.05.2019
11;468.257;05.05.2019
12;471.102;05.05.2019
13;463.62;05.05.2019
14;457.415;05.05.2019
15;451.284;05.05.2019
16;445.217;05.05.2019
17;442.617;05.05.2019
18;439.886;05.05.2019
19;446.647;05.05.2019
20;452.384;05.05.2019
21;477.616;05.05.2019
22;497.561;05.05.2019
23;470.618;05.05.2019
0;426.335;06.05.2019
1;384.933;06.05.2019
2;360.035;06.05.2019
3;349.098;06.05.2019
4;351.48;06.05.2019
5;335.751;06.05.2019
6;343.136;06.05.2019
7;382.996;06.05.2019
8;420.607;06.05.2019
9;467.773;06.05.2019
10;491.116;06.05.2019
11;497.503;06.05.2019
12;494.679;06.05.2019
13;483.593;06.05.2019
14;484.67;06.05.2019
15;482.548;06.05.2019
16;475.554;06.05.2019
17;472.556;06.05.2019
18;464.046;06.05.2019
19;466.885;06.05.2019
20;470.431;06.05.2019
21;489.554;06.05.2019
22;503.63;06.05.2019
23;474.164;06.05.2019
0;426.436;07.05.2019
1;385.37;07.05.2019
2;361.913;07.05.2019
3;349.921;07.05.2019
4;350.715;07.05.2019
5;334.221;07.05.2019
6;339.756;07.05.2019
7;380.095;07.05.2019
8;426.49;07.05.2019
9;466.011;07.05.2019
10;495.9;07.05.2019
11;498.07;07.05.2019
12;493.801;07.05.2019
13;483.881;07.05.2019
14;485.564;07.05.2019
15;480.124;07.05.2019
16;475.061;07.05.2019
17;473.916;07.05.2019
18;466.853;07.05.2019
19;467.143;07.05.2019
20;467.559;07.05.2019
21;487.534;07.05.2019
22;501.958;07.05.2019
23;474.544;07.05.2019
0;427.819;08.05.2019
1;388.753;08.05.2019
2;367.347;08.05.2019
3;357.465;08.05.2019
4;359.372;08.05.2019
5;340.919;08.05.2019
6;347.954;08.05.2019
7;387.911;08.05.2019
8;433.58;08.05.2019
9;470.265;08.05.2019
10;496.394;08.05.2019
11;498.86;08.05.2019
12;496.468;08.05.2019
13;489.327;08.05.2019
14;487.063;08.05.2019
15;480.062;08.05.2019
16;469.672;08.05.2019
17;465.081;08.05.2019
18;459.771;08.05.2019
19;459.818;08.05.2019
20;457.584;08.05.2019
21;477.145;08.05.2019
22;490.59;08.05.2019
23;467.212;08.05.2019
0;425.211;09.05.2019
1;385.435;09.05.2019
2;360.207;09.05.2019
3;346.352;09.05.2019
4;347.563;09.05.2019
5;324.386;09.05.2019
6;320.872;09.05.2019
7;339.654;09.05.2019
8;368.961;09.05.2019
9;408.91;09.05.2019
10;421.598;09.05.2019
11;430.351;09.05.2019
12;424.617;09.05.2019
13;417.954;09.05.2019
14;412.942;09.05.2019
15;404.975;09.05.2019
16;398.483;09.05.2019
17;397.602;09.05.2019
18;397.808;09.05.2019
19;400.436;09.05.2019
20;408.481;09.05.2019
21;425.873;09.05.2019
22;441.2;09.05.2019
23;424.371;09.05.2019
0;398.588;10.05.2019
1;364.591;10.05.2019
2;341.069;10.05.2019
3;329.111;10.05.2019
4;331.128;10.05.2019
5;302.94;10.05.2019
6;306.427;10.05.2019
7;326.33;10.05.2019
8;357.952;10.05.2019
9;401.826;10.05.2019
10;435.868;10.05.2019
11;455.204;10.05.2019
12;459.383;10.05.2019
13;451.218;10.05.2019
14;447.58;10.05.2019
15;446.29;10.05.2019
16;443.344;10.05.2019
17;447.344;10.05.2019
18;450.558;10.05.2019
19;443.385;10.05.2019
20;436.961;10.05.2019
21;448.61;10.05.2019
22;468.743;10.05.2019
23;446.341;10.05.2019
0;406.356;11.05.2019
1;370.086;11.05.2019
2;345.698;11.05.2019
3;332.425;11.05.2019
4;334.853;11.05.2019
5;313.087;11.05.2019
6;301.607;11.05.2019
7;331.864;11.05.2019
8;362.766;11.05.2019
9;408.961;11.05.2019
10;444.569;11.05.2019
11;461.563;11.05.2019
12;464.026;11.05.2019
13;460.12;11.05.2019
14;453.663;11.05.2019
15;446.358;11.05.2019
16;439.636;11.05.2019
17;440.449;11.05.2019
18;439.605;11.05.2019
19;438.397;11.05.2019
20;438.416;11.05.2019
21;453.173;11.05.2019
22;472.22;11.05.2019
23;450.956;11.05.2019
0;409.997;12.05.2019
1;372.924;12.05.2019
2;348.37;12.05.2019
3;337.769;12.05.2019
4;338.537;12.05.2019
5;315.371;12.05.2019
6;315.231;12.05.2019
7;321.898;12.05.2019
8;355.088;12.05.2019
9;391.105;12.05.2019
10;428.915;12.05.2019
11;447.811;12.05.2019
12;451.837;12.05.2019
13;446.661;12.05.2019
14;441.284;12.05.2019
15;439.618;12.05.2019
16;438.565;12.05.2019
17;443.539;12.05.2019
18;454.636;12.05.2019
19;464.968;12.05.2019
20;476.697;12.05.2019
21;490.81;12.05.2019
22;495.343;12.05.2019
23;461.342;12.05.2019
0;414.487;13.05.2019
1;373.376;13.05.2019
2;349.522;13.05.2019
3;337.86;13.05.2019
4;340.462;13.05.2019
5;321.16;13.05.2019
6;328.508;13.05.2019
7;372.817;13.05.2019
8;422.096;13.05.2019
9;478.561;13.05.2019
10;507.638;13.05.2019
11;518.321;13.05.2019
12;517.74;13.05.2019
13;513.212;13.05.2019
14;518.293;13.05.2019
15;524.481;13.05.2019
16;524.109;13.05.2019
17;521.947;13.05.2019
18;507.909;13.05.2019
19;507.245;13.05.2019
20;506.773;13.05.2019
21;514.715;13.05.2019
22;517.621;13.05.2019
23;483.315;13.05.2019
0;435.656;14.05.2019
1;394.452;14.05.2019
2;371.393;14.05.2019
3;359.941;14.05.2019
4;361.833;14.05.2019
5;342.529;14.05.2019
6;351.325;14.05.2019
7;391.182;14.05.2019
8;442.259;14.05.2019
9;482.461;14.05.2019
10;514.104;14.05.2019
11;518.821;14.05.2019
12;516.296;14.05.2019
13;507.936;14.05.2019
14;512.994;14.05.2019
15;513.486;14.05.2019
16;511.923;14.05.2019
17;511.989;14.05.2019
18;510.308;14.05.2019
19;514.933;14.05.2019
20;515.079;14.05.2019
21;518.131;14.05.2019
22;517.428;14.05.2019
23;488.745;14.05.2019
0;438.82;15.05.2019
1;397.338;15.05.2019
2;373.37;15.05.2019
3;362.321;15.05.2019
4;364.589;15.05.2019
5;343.41;15.05.2019
6;351.974;15.05.2019
7;393.507;15.05.2019
8;443.561;15.05.2019
9;478.546;15.05.2019
10;511.693;15.05.2019
11;514.521;15.05.2019
12;508.201;15.05.2019
13;493.714;15.05.2019
14;497.723;15.05.2019
15;497.897;15.05.2019
16;495.786;15.05.2019
17;495.73;15.05.2019
18;489.481;15.05.2019
19;496.251;15.05.2019
20;494.183;15.05.2019
21;501.058;15.05.2019
22;503.129;15.05.2019
23;473.143;15.05.2019
0;424.545;16.05.2019
1;381.961;16.05.2019
2;361.15;16.05.2019
3;352.116;16.05.2019
4;355.125;16.05.2019
5;330.073;16.05.2019
6;340.176;16.05.2019
7;382.045;16.05.2019
8;428.948;16.05.2019
9;467.296;16.05.2019
10;491.415;16.05.2019
11;496.418;16.05.2019
12;491.016;16.05.2019
13;483.077;16.05.2019
14;485.745;16.05.2019
15;491.884;16.05.2019
16;490.403;16.05.2019
17;488.404;16.05.2019
18;479.633;16.05.2019
19;474.71;16.05.2019
20;475.725;16.05.2019
21;480.387;16.05.2019
22;490.44;16.05.2019
23;467.155;16.05.2019
0;418.276;17.05.2019
1;374.347;17.05.2019
2;349.179;17.05.2019
3;338.31;17.05.2019
4;333.036;17.05.2019
5;323.216;17.05.2019
6;330.191;17.05.2019
7;371.188;17.05.2019
8;422.552;17.05.2019
9;472.721;17.05.2019
10;506.943;17.05.2019
11;514.392;17.05.2019
12;511.941;17.05.2019
13;499.32;17.05.2019
14;500.366;17.05.2019
15;489.642;17.05.2019
16;477.791;17.05.2019
17;471.887;17.05.2019
18;466.198;17.05.2019
19;461.291;17.05.2019
20;458.27;17.05.2019
21;459.455;17.05.2019
22;472.408;17.05.2019
23;455.066;17.05.2019
0;409.408;18.05.2019
1;370.904;18.05.2019
2;345.75;18.05.2019
3;333.574;18.05.2019
4;325.33;18.05.2019
5;311.653;18.05.2019
6;313.205;18.05.2019
7;332.274;18.05.2019
8;366.136;18.05.2019
9;412.86;18.05.2019
10;447.476;18.05.2019
11;471.369;18.05.2019
12;471.199;18.05.2019
13;461.091;18.05.2019
14;459.193;18.05.2019
15;453.41;18.05.2019
16;444.509;18.05.2019
17;440.063;18.05.2019
18;435.32;18.05.2019
19;436.505;18.05.2019
20;434.314;18.05.2019
21;442.635;18.05.2019
22;455.404;18.05.2019
23;433.049;18.05.2019
0;395.373;19.05.2019
1;359.679;19.05.2019
2;334.721;19.05.2019
3;318.427;19.05.2019
4;309.116;19.05.2019
5;293.618;19.05.2019
6;292.369;19.05.2019
7;308.054;19.05.2019
8;332.443;19.05.2019
9;377.194;19.05.2019
10;418.219;19.05.2019
11;436.644;19.05.2019
12;441.88;19.05.2019
13;434.127;19.05.2019
14;428.62;19.05.2019
15;425.36;19.05.2019
16;420.81;19.05.2019
17;420.63;19.05.2019
18;420.992;19.05.2019
19;426.425;19.05.2019
20;434.45;19.05.2019
21;440.425;19.05.2019
22;450.565;19.05.2019
23;428.944;19.05.2019
0;382.002;20.05.2019
1;340.913;20.05.2019
2;319.081;20.05.2019
3;306.546;20.05.2019
4;296.656;20.05.2019
5;283.183;20.05.2019
6;295.049;20.05.2019
7;337.31;20.05.2019
8;390.859;20.05.2019
9;433.719;20.05.2019
10;461.483;20.05.2019
11;466.811;20.05.2019
12;465.578;20.05.2019
13;455.416;20.05.2019
14;460.337;20.05.2019
15;460.006;20.05.2019
16;454.786;20.05.2019
17;451.329;20.05.2019
18;443.047;20.05.2019
19;441.801;20.05.2019
20;452.488;20.05.2019
21;457.418;20.05.2019
22;450.441;20.05.2019
23;415.986;20.05.2019
0;370.2;21.05.2019
1;330.932;21.05.2019
2;310.792;21.05.2019
3;300.961;21.05.2019
4;290.909;21.05.2019
5;278.862;21.05.2019
6;290.58;21.05.2019
7;334.361;21.05.2019
8;386.764;21.05.2019
9;433.473;21.05.2019
10;457.467;21.05.2019
11;462.638;21.05.2019
12;462.41;21.05.2019
13;451.665;21.05.2019
14;457.429;21.05.2019
15;458.056;21.05.2019
